DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"154244","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"154244","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","GRANT INITIAL APPROVAL of the change of scope for the institution?s accreditation to include approval of its initial associate degree: Associate Degree in Occupational Studies - Graphic Design",""
"153904","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/13/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"154208","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"152600","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"153205","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","6/7/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the clock hour/credit hour conversion of the Licensed Practical Nursing program from 1490 Clock Hours to 1490 Clock Hours/67 Semester Credit Hours. Clock Hour/Credit Hour Conversion, June 7, 2018",""
"152901","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/23/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"152974","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"232858","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","10/21/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"233082","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","11/7/2017 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","","6/7/2018 12:00:00 AM"
"233082","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed: Probation Removed","6/7/2018 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"233462","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/16/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"233842","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/23/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"233888","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","11/22/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"233888","21","Council on Occupational Education","1","Institutional Accreditation","2","Probation or Equivalent or a More Severe Status: Probation","7/31/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Technical Institute of America was advertising unapproved programs on its web sited(s). Technical Institute of America was co-locating with another institution.",""
"233897","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Other","9/16/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","New Extension Campus",""
"234632","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/13/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"234632","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","6/7/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the revision of the Medical Billing and Coding Specialist program from 275 Clock Hours to 640 Clock Hours.",""
"234641","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"234650","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/15/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"234359","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"236638","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/23/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"237613","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed:  Warning Removed","9/18/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"237622","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"237631","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/11/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"235529","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"235246","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"235370","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/16/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"245704","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the revision of the Court Reporting program from 2300 Clock Hours to 4600 Clock Hours ? Hybrid.
Change in Existing Program: Increase in Length of an Existing Program 25% or More",""
"245388","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Granted INITIAL APPROVAL for the change of scope to include programs offered in the occupational area of Medical/Allied Health Services.",""
"245397","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","9/16/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the clock hour/credit hour conversion of the Cosmetology program from 1500 Clock Hours to 1500 Clock Hours/60 Quarter Credit Hours",""
"245616","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","4/26/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"241146","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","10/2/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntarily withdrew from candidate status.",""
"241164","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","12/14/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntarily withdrew from candidate status while in good standing.",""
"241173","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Warning","2/19/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"241173","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Warning","2/19/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"241173","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or More Severe Status: Monitoring","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FTE Increase.",""
"241173","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","APPROVAL for Associate of Applied Science in Construction Technologies of the initial associate degree program.",""
"239451","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","5/24/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Institution discontinued all postsecondary technical ed programs.",""
"239239","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/22/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"239248","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238032","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238069","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed:  Warning Removed","2/23/2016 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"238069","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL of the initial associate degree program.
Associate of Occupational Studies in Game Art and Animation.",""
"238096","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/18/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238120","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","4/30/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary withdrawal in good standing.",""
"238148","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238962","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/11/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228088","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","7/1/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228103","21","Council on Occupational Education","1","Institutional Accreditation","2","Loss of Accreditation or Preaccreditation: Other","12/31/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Placed on Show Cause - did not submit annual audited financial statements;
Subsequently Dropped from accreditation. See Note attached.",""
"228121","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/6/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228149","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228167","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","7/1/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228185","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228723","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/6/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228626","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"223074","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"223074","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/10/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"224697","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"224703","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"226745","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/8/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"226781","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Ownership","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"226815","21","Council on Occupational Education","1","Institutional Accreditation","1","Warning or Equivalent-Factors Affecting Academic Quality","9/18/2017 12:00:00 AM","Significantly out of compliance - fiscal and administrative capacity","",""
"226824","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228787","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/19/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229203","21","Council on Occupational Education","1","Institutional Accreditation","1","Affirm Denial Following Appeal","2/19/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"229203","21","Council on Occupational Education","1","Institutional Accreditation","3","Affirm Denial Following Appeal","2/19/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"229249","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","OPMI Business School failed to schedule the 2019 reaffirmation visiting team.",""
"229841","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229726","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229771","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/18/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229771","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Other","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","GRANT FINAL APPROVAL the change of scope to include programs offered in the occupational area of Allied Health and Medical Assisting Services",""
"229780","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","New Horizons Medical Institute did not conduct its affairs with acceptable standards of honesty and integrity.",""
"229805","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","10/1/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229540","21","Council on Occupational Education","1","Institutional Accreditation","1","Warning or Equivalent-Factors Affecting Academic Quality","2/19/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"229559","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/8/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229577","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229577","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","6/7/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","INITIAL APPROVAL for the revision of the Clinical Medical Assistant program  from 700 Clock Hours to 900 Clock Hours.  Change in Existing Program: Increase in Length of an Existing Program 25% or More.  June 7, 2018",""
"229586","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the clock hour/credit hour conversion of the Digital Filmmaking program",""
"229586","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the change of scope for the institution?s accreditation to include approval of its initial associate degree: Associate of Applied Science ? Digital Filmmaking",""
"229595","21","Council on Occupational Education","1","Institutional Accreditation","1","Institution Closed","9/5/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","School notified COE of closing.",""
"231907","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231934","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231952","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231952","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231952","21","Council on Occupational Education","1","Institutional Accreditation","1","Approved for Distance Education","9/16/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the institution to offer instruction via distance education delivery methods, including its initial program via distance education methods.",""
"230904","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","6/3/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","Withdrew from candidate status eff: 6/3/2016",""
"230940","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","9/18/2017 12:00:00 AM","Significantly out of compliance - fiscal and administrative capacity","",""
"230940","21","Council on Occupational Education","1","Institutional Accreditation","1","Removal of Show Cause Status","4/12/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231323","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"214980","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/17/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216454","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216463","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/21/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216490","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","9/16/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Financial Stability",""
"216506","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Other","11/7/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Final approval granted for change in length of program(s).",""
"216515","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Other","11/7/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","New extension campus granted initial approval. Campus Location: 3520 Enterprise Way, Miramar, FL 33025.",""
"216542","21","Council on Occupational Education","1","Institutional Accreditation","1","Approved for Distance Education","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216560","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/19/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216579","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216588","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed: Probation Removed","9/19/2016 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"216588","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"215992","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"216001","21","Council on Occupational Education","1","Institutional Accreditation","1","Stay Denial Pending Appeal","2/19/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"216001","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/6/2018 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"216001","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reinstated: Termination Overturned on Appeal","7/18/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","The Commission took action to reconsider the decision to drop from accreditation and to reinstate the
institution?s accreditation status with the Council on Occupational Education at the June 7, 2018 Commission Meeting.",""
"215044","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219417","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219471","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","6/30/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntarily withdrew from accredited status while in good standing.",""
"219374","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","9/16/2015 12:00:00 AM","Other - Provide unlisted or multiple justifications","Institution withdrew from candidate status.",""
"219374","21","Council on Occupational Education","1","Institutional Accreditation","2","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","9/16/2015 12:00:00 AM","Other - Provide unlisted or multiple justifications","Institution withdrew from candidate status.",""
"218991","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","6/8/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"218991","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Degree","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Change of scope for the institution?s accreditation to include approval of its initial associate degree: Associate of Applied Science Degree.",""
"218991","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Warning","2/19/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"219259","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","5/18/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntarily withdrew from accreditation in good standing.",""
"217563","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","9/16/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Financial Stability",""
"217688","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/20/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"217855","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"217855","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189635","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189653","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189769","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/6/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189778","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189839","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189875","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189884","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189361","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/17/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189361","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","FINAL APPROVAL for the clock hour/credit hour conversion of the following program: Diagnostic Medical Sonographer.",""
"189112","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"189112","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Program","11/6/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","INITIAL APPROVAL for the institution to offer instruction via distance education delivery methods, including its initial program via distance education methods: Associate of Occupational Studies in Hospitality and Culinary Management.",""
"189079","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188526","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed: Probation Removed","9/18/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"189167","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"190363","21","Council on Occupational Education","1","Institutional Accreditation","1","Initial Accreditation","2/18/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"191755","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/22/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"191764","21","Council on Occupational Education","1","Institutional Accreditation","2","Institution Closed","1/28/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","Institution closed main campus.",""
"191791","21","Council on Occupational Education","1","Institutional Accreditation","1","Grant Substantive Change: Ownership","9/18/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"191791","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"195252","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210641","21","Council on Occupational Education","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Denial","9/18/2017 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"210641","21","Council on Occupational Education","1","Institutional Accreditation","2","Loss of Accreditation or Preaccreditation: Denial","9/18/2017 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"210562","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","6/7/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210571","21","Council on Occupational Education","1","Institutional Accreditation","1","Removal of Show Cause Status","11/7/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"210225","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210234","21","Council on Occupational Education","1","Institutional Accreditation","2","Affirm Denial Following Appeal","2/18/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"210243","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210313","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","2/19/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210322","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed:  Warning Removed","9/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210322","21","Council on Occupational Education","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Warning","2/19/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Failed to meet the Commission?s minimum required benchmarks for student achievement.","9/16/2018 12:00:00 AM"
"210331","21","Council on Occupational Education","1","Institutional Accreditation","1","Accreditation Reaffirmed: Probation Removed","2/19/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"210359","21","Council on Occupational Education","1","Institutional Accreditation","1","Renewal of Accreditation","11/1/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
